transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
3910,1008,2092,3170.76,2023-01-01 01:05:09,1,MasterCard,City-38,Gas Station,18,Purchase at Merchant-2092
3911,1073,2010,6766.05,2023-01-01 01:05:10,0,Visa,City-13,Online Shopping,48,Purchase at Merchant-2010
3912,1045,2001,985.6,2023-01-01 01:05:11,0,American Express,City-50,Retail,69,Purchase at Merchant-2001
3913,1069,2020,46.46,2023-01-01 01:05:12,1,MasterCard,City-12,Online Shopping,31,Purchase at Merchant-2020
3914,1036,2100,7336.02,2023-01-01 01:05:13,1,American Express,City-37,Restaurant,20,Purchase at Merchant-2100
3915,1077,2084,9945.91,2023-01-01 01:05:14,1,Visa,City-29,Gas Station,62,Purchase at Merchant-2084
3916,1069,2019,4575.87,2023-01-01 01:05:15,1,American Express,City-17,Retail,65,Purchase at Merchant-2019
3917,1022,2041,7518.45,2023-01-01 01:05:16,0,Discover,City-24,Retail,56,Purchase at Merchant-2041
3918,1042,2019,9160.83,2023-01-01 01:05:17,0,Visa,City-7,Groceries,21,Purchase at Merchant-2019
3919,1091,2050,45.05,2023-01-01 01:05:18,1,Discover,City-6,Restaurant,48,Purchase at Merchant-2050
3920,1038,2058,8175.52,2023-01-01 01:05:19,0,Discover,City-46,Restaurant,26,Purchase at Merchant-2058
3921,1038,2093,2796.69,2023-01-01 01:05:20,1,American Express,City-43,Retail,54,Purchase at Merchant-2093
3922,1074,2062,3300.95,2023-01-01 01:05:21,0,American Express,City-26,Online Shopping,34,Purchase at Merchant-2062
3923,1035,2009,7424.52,2023-01-01 01:05:22,1,MasterCard,City-22,Online Shopping,61,Purchase at Merchant-2009
3924,1066,2015,3798.1,2023-01-01 01:05:23,1,MasterCard,City-45,Gas Station,61,Purchase at Merchant-2015
3925,1087,2074,8342.57,2023-01-01 01:05:24,0,MasterCard,City-50,Groceries,51,Purchase at Merchant-2074
3926,1013,2055,3320.76,2023-01-01 01:05:25,0,American Express,City-5,Online Shopping,38,Purchase at Merchant-2055
3927,1018,2094,9030.36,2023-01-01 01:05:26,1,American Express,City-28,Groceries,42,Purchase at Merchant-2094
3928,1097,2036,470.31,2023-01-01 01:05:27,0,MasterCard,City-1,Restaurant,68,Purchase at Merchant-2036
3929,1053,2019,4334.18,2023-01-01 01:05:28,1,American Express,City-35,Retail,33,Purchase at Merchant-2019
3930,1008,2012,8969.9,2023-01-01 01:05:29,0,Discover,City-26,Travel,42,Purchase at Merchant-2012
3931,1036,2042,3905.44,2023-01-01 01:05:30,1,Visa,City-12,Gas Station,45,Purchase at Merchant-2042
3932,1084,2017,2694.04,2023-01-01 01:05:31,1,Discover,City-50,Online Shopping,43,Purchase at Merchant-2017
3933,1017,2024,747.52,2023-01-01 01:05:32,0,MasterCard,City-19,Travel,46,Purchase at Merchant-2024
3934,1090,2099,9050.82,2023-01-01 01:05:33,0,Visa,City-38,Gas Station,30,Purchase at Merchant-2099
3935,1017,2050,3935.94,2023-01-01 01:05:34,0,MasterCard,City-21,Retail,24,Purchase at Merchant-2050
3936,1032,2046,3715.97,2023-01-01 01:05:35,0,MasterCard,City-7,Retail,31,Purchase at Merchant-2046
3937,1019,2041,8676.36,2023-01-01 01:05:36,0,MasterCard,City-15,Gas Station,66,Purchase at Merchant-2041
3938,1092,2064,7092.5,2023-01-01 01:05:37,0,MasterCard,City-13,Groceries,56,Purchase at Merchant-2064
3939,1042,2055,7043.76,2023-01-01 01:05:38,1,MasterCard,City-38,Groceries,65,Purchase at Merchant-2055
3940,1032,2062,8919.17,2023-01-01 01:05:39,0,American Express,City-28,Online Shopping,43,Purchase at Merchant-2062
3941,1098,2089,9426.54,2023-01-01 01:05:40,1,MasterCard,City-28,Retail,65,Purchase at Merchant-2089
3942,1087,2053,9867.95,2023-01-01 01:05:41,1,Discover,City-47,Online Shopping,29,Purchase at Merchant-2053
3943,1051,2078,25.84,2023-01-01 01:05:42,0,Discover,City-1,Online Shopping,62,Purchase at Merchant-2078
3944,1063,2082,4475.74,2023-01-01 01:05:43,0,Visa,City-48,Groceries,51,Purchase at Merchant-2082
3945,1019,2043,3246.07,2023-01-01 01:05:44,0,American Express,City-22,Groceries,43,Purchase at Merchant-2043
3946,1074,2018,3994.24,2023-01-01 01:05:45,0,MasterCard,City-30,Gas Station,33,Purchase at Merchant-2018
3947,1081,2084,8181.27,2023-01-01 01:05:46,0,American Express,City-21,Travel,31,Purchase at Merchant-2084
3948,1035,2032,9163.92,2023-01-01 01:05:47,1,Discover,City-10,Groceries,52,Purchase at Merchant-2032
3949,1081,2050,2695.96,2023-01-01 01:05:48,1,American Express,City-42,Restaurant,54,Purchase at Merchant-2050
3950,1054,2054,6189.95,2023-01-01 01:05:49,0,Discover,City-37,Groceries,47,Purchase at Merchant-2054
3951,1049,2071,429.16,2023-01-01 01:05:50,0,MasterCard,City-26,Online Shopping,39,Purchase at Merchant-2071
3952,1058,2064,6155.6,2023-01-01 01:05:51,0,Discover,City-26,Retail,37,Purchase at Merchant-2064
3953,1010,2069,3679.17,2023-01-01 01:05:52,1,American Express,City-48,Retail,49,Purchase at Merchant-2069
3954,1082,2069,5621.36,2023-01-01 01:05:53,1,Discover,City-20,Online Shopping,19,Purchase at Merchant-2069
3955,1099,2064,1954.53,2023-01-01 01:05:54,1,American Express,City-31,Travel,25,Purchase at Merchant-2064
3956,1012,2069,4202.71,2023-01-01 01:05:55,0,Discover,City-5,Online Shopping,60,Purchase at Merchant-2069
3957,1052,2069,2031.0,2023-01-01 01:05:56,1,American Express,City-44,Groceries,23,Purchase at Merchant-2069
3958,1066,2030,5544.07,2023-01-01 01:05:57,0,American Express,City-6,Online Shopping,29,Purchase at Merchant-2030
3959,1096,2050,3785.43,2023-01-01 01:05:58,1,American Express,City-33,Restaurant,23,Purchase at Merchant-2050
3960,1036,2011,7258.9,2023-01-01 01:05:59,0,Visa,City-6,Restaurant,36,Purchase at Merchant-2011
3961,1089,2075,5650.37,2023-01-01 01:06:00,0,Discover,City-14,Gas Station,30,Purchase at Merchant-2075
3962,1048,2092,4058.51,2023-01-01 01:06:01,0,MasterCard,City-9,Retail,63,Purchase at Merchant-2092
3963,1059,2054,3890.26,2023-01-01 01:06:02,0,MasterCard,City-43,Groceries,40,Purchase at Merchant-2054
3964,1063,2068,4596.54,2023-01-01 01:06:03,1,Visa,City-1,Groceries,56,Purchase at Merchant-2068
3965,1042,2074,164.11,2023-01-01 01:06:04,0,Visa,City-30,Online Shopping,70,Purchase at Merchant-2074
3966,1075,2100,2348.46,2023-01-01 01:06:05,1,Visa,City-10,Retail,69,Purchase at Merchant-2100
3967,1001,2089,4340.16,2023-01-01 01:06:06,0,American Express,City-13,Groceries,65,Purchase at Merchant-2089
3968,1100,2096,5558.65,2023-01-01 01:06:07,1,Visa,City-48,Restaurant,30,Purchase at Merchant-2096
3969,1094,2029,8978.08,2023-01-01 01:06:08,0,Visa,City-37,Travel,57,Purchase at Merchant-2029
3970,1012,2090,5661.87,2023-01-01 01:06:09,0,Discover,City-8,Restaurant,32,Purchase at Merchant-2090
3971,1094,2012,4730.06,2023-01-01 01:06:10,0,American Express,City-38,Groceries,54,Purchase at Merchant-2012
3972,1059,2031,9950.12,2023-01-01 01:06:11,0,Discover,City-46,Online Shopping,34,Purchase at Merchant-2031
3973,1082,2047,6607.51,2023-01-01 01:06:12,1,American Express,City-6,Retail,28,Purchase at Merchant-2047
3974,1086,2001,4858.1,2023-01-01 01:06:13,0,American Express,City-35,Retail,46,Purchase at Merchant-2001
3975,1090,2027,6147.51,2023-01-01 01:06:14,0,Visa,City-17,Travel,28,Purchase at Merchant-2027
3976,1046,2003,3647.2,2023-01-01 01:06:15,1,American Express,City-26,Gas Station,50,Purchase at Merchant-2003
3977,1009,2047,3716.25,2023-01-01 01:06:16,0,Visa,City-22,Groceries,70,Purchase at Merchant-2047
3978,1069,2072,5917.71,2023-01-01 01:06:17,1,Visa,City-24,Groceries,65,Purchase at Merchant-2072
3979,1051,2061,1814.29,2023-01-01 01:06:18,1,American Express,City-4,Groceries,67,Purchase at Merchant-2061
3980,1028,2018,4540.81,2023-01-01 01:06:19,1,Visa,City-50,Travel,27,Purchase at Merchant-2018
3981,1055,2015,784.57,2023-01-01 01:06:20,1,Visa,City-27,Groceries,68,Purchase at Merchant-2015
3982,1028,2008,4550.16,2023-01-01 01:06:21,0,Visa,City-14,Travel,52,Purchase at Merchant-2008
3983,1064,2045,3776.78,2023-01-01 01:06:22,1,Discover,City-28,Travel,50,Purchase at Merchant-2045
3984,1035,2047,6935.2,2023-01-01 01:06:23,0,Discover,City-38,Retail,25,Purchase at Merchant-2047
3985,1042,2100,2375.11,2023-01-01 01:06:24,1,Discover,City-45,Retail,67,Purchase at Merchant-2100
3986,1037,2018,232.55,2023-01-01 01:06:25,0,American Express,City-43,Groceries,40,Purchase at Merchant-2018
3987,1044,2038,878.88,2023-01-01 01:06:26,0,American Express,City-33,Restaurant,44,Purchase at Merchant-2038
3988,1071,2059,4321.81,2023-01-01 01:06:27,1,Discover,City-22,Travel,41,Purchase at Merchant-2059
3989,1074,2019,7018.41,2023-01-01 01:06:28,1,Discover,City-5,Groceries,65,Purchase at Merchant-2019
3990,1017,2071,9882.63,2023-01-01 01:06:29,1,Visa,City-25,Retail,57,Purchase at Merchant-2071
3991,1073,2054,4550.98,2023-01-01 01:06:30,1,MasterCard,City-30,Restaurant,66,Purchase at Merchant-2054
3992,1063,2032,9634.29,2023-01-01 01:06:31,0,Discover,City-48,Travel,69,Purchase at Merchant-2032
3993,1044,2027,5224.55,2023-01-01 01:06:32,0,Discover,City-27,Online Shopping,42,Purchase at Merchant-2027
3994,1088,2029,5595.09,2023-01-01 01:06:33,0,Discover,City-42,Online Shopping,18,Purchase at Merchant-2029
3995,1098,2008,8728.09,2023-01-01 01:06:34,1,MasterCard,City-24,Travel,36,Purchase at Merchant-2008
3996,1007,2096,3807.6,2023-01-01 01:06:35,1,Discover,City-23,Restaurant,21,Purchase at Merchant-2096
3997,1006,2018,3034.23,2023-01-01 01:06:36,0,American Express,City-40,Retail,29,Purchase at Merchant-2018
3998,1013,2016,795.81,2023-01-01 01:06:37,0,Discover,City-40,Online Shopping,53,Purchase at Merchant-2016
3999,1081,2090,8549.26,2023-01-01 01:06:38,1,American Express,City-49,Retail,60,Purchase at Merchant-2090
4000,1059,2091,7612.91,2023-01-01 01:06:39,0,MasterCard,City-38,Gas Station,47,Purchase at Merchant-2091
4001,1003,2019,9804.19,2023-01-01 01:06:40,0,MasterCard,City-5,Travel,36,Purchase at Merchant-2019
4002,1016,2049,5720.68,2023-01-01 01:06:41,1,MasterCard,City-39,Restaurant,37,Purchase at Merchant-2049
4003,1021,2094,9345.9,2023-01-01 01:06:42,0,American Express,City-25,Groceries,47,Purchase at Merchant-2094
4004,1057,2004,9408.04,2023-01-01 01:06:43,0,Discover,City-27,Groceries,47,Purchase at Merchant-2004
4005,1059,2090,7841.81,2023-01-01 01:06:44,0,Discover,City-38,Retail,19,Purchase at Merchant-2090
4006,1001,2055,3618.46,2023-01-01 01:06:45,1,American Express,City-29,Retail,42,Purchase at Merchant-2055
4007,1055,2048,5109.86,2023-01-01 01:06:46,0,Discover,City-26,Restaurant,35,Purchase at Merchant-2048
4008,1026,2007,9715.44,2023-01-01 01:06:47,1,MasterCard,City-4,Online Shopping,52,Purchase at Merchant-2007
4009,1089,2090,1186.61,2023-01-01 01:06:48,0,MasterCard,City-48,Restaurant,23,Purchase at Merchant-2090
4010,1017,2014,4871.71,2023-01-01 01:06:49,1,Discover,City-12,Travel,31,Purchase at Merchant-2014
4011,1084,2085,2914.97,2023-01-01 01:06:50,1,MasterCard,City-9,Gas Station,33,Purchase at Merchant-2085
4012,1039,2075,911.22,2023-01-01 01:06:51,0,MasterCard,City-13,Groceries,39,Purchase at Merchant-2075
4013,1021,2010,7482.05,2023-01-01 01:06:52,1,Discover,City-25,Restaurant,49,Purchase at Merchant-2010
4014,1036,2062,4887.89,2023-01-01 01:06:53,0,MasterCard,City-18,Online Shopping,51,Purchase at Merchant-2062
4015,1012,2077,3857.11,2023-01-01 01:06:54,1,Visa,City-20,Groceries,28,Purchase at Merchant-2077
4016,1084,2021,1856.93,2023-01-01 01:06:55,1,Visa,City-37,Travel,57,Purchase at Merchant-2021
4017,1047,2004,755.54,2023-01-01 01:06:56,1,American Express,City-46,Gas Station,55,Purchase at Merchant-2004
4018,1033,2019,5422.69,2023-01-01 01:06:57,1,Visa,City-37,Online Shopping,68,Purchase at Merchant-2019
4019,1011,2047,7974.37,2023-01-01 01:06:58,1,MasterCard,City-23,Restaurant,27,Purchase at Merchant-2047
4020,1048,2019,6453.36,2023-01-01 01:06:59,0,MasterCard,City-44,Groceries,35,Purchase at Merchant-2019
4021,1086,2011,1455.09,2023-01-01 01:07:00,1,Discover,City-7,Travel,65,Purchase at Merchant-2011
4022,1084,2032,928.1,2023-01-01 01:07:01,1,American Express,City-19,Retail,36,Purchase at Merchant-2032
4023,1022,2010,7130.57,2023-01-01 01:07:02,0,MasterCard,City-16,Gas Station,26,Purchase at Merchant-2010
4024,1007,2002,4034.1,2023-01-01 01:07:03,0,Discover,City-29,Restaurant,32,Purchase at Merchant-2002
4025,1051,2073,1386.33,2023-01-01 01:07:04,0,MasterCard,City-43,Gas Station,38,Purchase at Merchant-2073
4026,1081,2054,2670.05,2023-01-01 01:07:05,1,American Express,City-1,Groceries,67,Purchase at Merchant-2054
4027,1040,2020,1635.56,2023-01-01 01:07:06,1,American Express,City-48,Groceries,20,Purchase at Merchant-2020
4028,1093,2098,6035.55,2023-01-01 01:07:07,0,Visa,City-18,Online Shopping,43,Purchase at Merchant-2098
4029,1090,2024,4780.5,2023-01-01 01:07:08,0,American Express,City-13,Restaurant,52,Purchase at Merchant-2024
4030,1097,2061,5127.15,2023-01-01 01:07:09,1,MasterCard,City-44,Gas Station,51,Purchase at Merchant-2061
4031,1030,2096,753.74,2023-01-01 01:07:10,0,Visa,City-17,Groceries,37,Purchase at Merchant-2096
4032,1055,2018,543.41,2023-01-01 01:07:11,1,American Express,City-10,Retail,31,Purchase at Merchant-2018
4033,1084,2096,7074.26,2023-01-01 01:07:12,0,Visa,City-19,Restaurant,66,Purchase at Merchant-2096
4034,1012,2068,9957.08,2023-01-01 01:07:13,0,American Express,City-39,Groceries,55,Purchase at Merchant-2068
4035,1091,2090,8839.96,2023-01-01 01:07:14,1,Visa,City-7,Travel,33,Purchase at Merchant-2090
4036,1013,2039,7212.85,2023-01-01 01:07:15,1,American Express,City-27,Gas Station,55,Purchase at Merchant-2039
4037,1001,2061,3670.75,2023-01-01 01:07:16,0,Discover,City-10,Online Shopping,69,Purchase at Merchant-2061
4038,1028,2053,9163.32,2023-01-01 01:07:17,1,MasterCard,City-28,Restaurant,32,Purchase at Merchant-2053
4039,1062,2093,1061.31,2023-01-01 01:07:18,0,Discover,City-13,Restaurant,60,Purchase at Merchant-2093
4040,1010,2044,5539.99,2023-01-01 01:07:19,0,Visa,City-8,Gas Station,70,Purchase at Merchant-2044
4041,1017,2057,6813.34,2023-01-01 01:07:20,0,Discover,City-32,Online Shopping,69,Purchase at Merchant-2057
4042,1076,2083,3734.76,2023-01-01 01:07:21,1,Discover,City-30,Retail,57,Purchase at Merchant-2083
4043,1029,2089,8336.06,2023-01-01 01:07:22,1,MasterCard,City-31,Online Shopping,42,Purchase at Merchant-2089
4044,1067,2002,463.26,2023-01-01 01:07:23,0,Visa,City-49,Online Shopping,19,Purchase at Merchant-2002
4045,1088,2037,4356.83,2023-01-01 01:07:24,1,American Express,City-18,Groceries,43,Purchase at Merchant-2037
4046,1057,2015,5062.92,2023-01-01 01:07:25,0,American Express,City-46,Travel,62,Purchase at Merchant-2015
4047,1002,2020,38.83,2023-01-01 01:07:26,1,Discover,City-18,Gas Station,27,Purchase at Merchant-2020
4048,1002,2008,5784.0,2023-01-01 01:07:27,0,Discover,City-10,Groceries,45,Purchase at Merchant-2008
4049,1090,2083,1272.02,2023-01-01 01:07:28,0,MasterCard,City-12,Travel,30,Purchase at Merchant-2083
4050,1044,2005,8697.74,2023-01-01 01:07:29,1,Discover,City-10,Retail,52,Purchase at Merchant-2005
4051,1016,2078,4974.48,2023-01-01 01:07:30,1,Discover,City-7,Groceries,63,Purchase at Merchant-2078
4052,1055,2097,10.61,2023-01-01 01:07:31,1,Visa,City-12,Groceries,27,Purchase at Merchant-2097
4053,1089,2023,5749.48,2023-01-01 01:07:32,1,American Express,City-44,Groceries,32,Purchase at Merchant-2023
4054,1017,2065,9381.59,2023-01-01 01:07:33,1,Visa,City-20,Retail,57,Purchase at Merchant-2065
4055,1062,2021,507.31,2023-01-01 01:07:34,1,Visa,City-9,Online Shopping,25,Purchase at Merchant-2021
4056,1010,2002,6324.86,2023-01-01 01:07:35,0,Discover,City-42,Gas Station,56,Purchase at Merchant-2002
4057,1030,2051,2203.38,2023-01-01 01:07:36,1,American Express,City-7,Travel,26,Purchase at Merchant-2051
4058,1050,2055,7044.23,2023-01-01 01:07:37,0,Discover,City-46,Gas Station,55,Purchase at Merchant-2055
4059,1012,2088,3428.29,2023-01-01 01:07:38,0,MasterCard,City-38,Retail,36,Purchase at Merchant-2088
4060,1094,2059,2758.34,2023-01-01 01:07:39,1,Discover,City-31,Online Shopping,48,Purchase at Merchant-2059
4061,1014,2071,537.88,2023-01-01 01:07:40,0,Discover,City-13,Retail,62,Purchase at Merchant-2071
4062,1014,2092,1725.05,2023-01-01 01:07:41,0,American Express,City-33,Retail,65,Purchase at Merchant-2092
4063,1041,2034,8274.54,2023-01-01 01:07:42,0,MasterCard,City-6,Gas Station,50,Purchase at Merchant-2034
4064,1048,2074,2791.68,2023-01-01 01:07:43,0,Discover,City-43,Groceries,61,Purchase at Merchant-2074
4065,1039,2065,8646.52,2023-01-01 01:07:44,0,American Express,City-47,Retail,60,Purchase at Merchant-2065
4066,1018,2040,9918.88,2023-01-01 01:07:45,0,Discover,City-44,Travel,48,Purchase at Merchant-2040
4067,1049,2091,5035.96,2023-01-01 01:07:46,1,American Express,City-37,Restaurant,35,Purchase at Merchant-2091
4068,1100,2030,9196.23,2023-01-01 01:07:47,1,American Express,City-2,Restaurant,40,Purchase at Merchant-2030
4069,1097,2055,6114.16,2023-01-01 01:07:48,0,American Express,City-15,Online Shopping,68,Purchase at Merchant-2055
4070,1018,2021,8875.37,2023-01-01 01:07:49,0,Discover,City-17,Restaurant,34,Purchase at Merchant-2021
4071,1083,2035,8855.93,2023-01-01 01:07:50,0,Visa,City-29,Travel,69,Purchase at Merchant-2035
4072,1087,2012,2807.19,2023-01-01 01:07:51,0,MasterCard,City-14,Retail,41,Purchase at Merchant-2012
4073,1019,2067,593.52,2023-01-01 01:07:52,1,Visa,City-7,Groceries,44,Purchase at Merchant-2067
4074,1009,2049,4859.89,2023-01-01 01:07:53,0,American Express,City-30,Restaurant,63,Purchase at Merchant-2049
4075,1068,2017,6522.98,2023-01-01 01:07:54,0,American Express,City-21,Retail,61,Purchase at Merchant-2017
4076,1073,2096,9125.02,2023-01-01 01:07:55,0,American Express,City-7,Groceries,63,Purchase at Merchant-2096
4077,1002,2028,5171.93,2023-01-01 01:07:56,1,Discover,City-3,Retail,69,Purchase at Merchant-2028
4078,1079,2052,1617.57,2023-01-01 01:07:57,1,Visa,City-43,Gas Station,18,Purchase at Merchant-2052
4079,1084,2080,2625.56,2023-01-01 01:07:58,0,Discover,City-12,Gas Station,30,Purchase at Merchant-2080
4080,1022,2008,4531.71,2023-01-01 01:07:59,1,MasterCard,City-38,Groceries,60,Purchase at Merchant-2008
4081,1057,2029,909.99,2023-01-01 01:08:00,0,American Express,City-24,Travel,25,Purchase at Merchant-2029
4082,1045,2051,9936.92,2023-01-01 01:08:01,0,MasterCard,City-35,Groceries,59,Purchase at Merchant-2051
4083,1093,2024,734.16,2023-01-01 01:08:02,1,American Express,City-16,Restaurant,58,Purchase at Merchant-2024
4084,1028,2096,9416.56,2023-01-01 01:08:03,1,Discover,City-47,Retail,52,Purchase at Merchant-2096
4085,1081,2072,5427.03,2023-01-01 01:08:04,1,American Express,City-36,Travel,44,Purchase at Merchant-2072
4086,1096,2078,9313.01,2023-01-01 01:08:05,0,Discover,City-21,Retail,50,Purchase at Merchant-2078
4087,1020,2010,7726.57,2023-01-01 01:08:06,1,Discover,City-1,Online Shopping,70,Purchase at Merchant-2010
4088,1053,2089,72.41,2023-01-01 01:08:07,1,Discover,City-33,Gas Station,42,Purchase at Merchant-2089
4089,1079,2060,668.45,2023-01-01 01:08:08,0,American Express,City-48,Travel,41,Purchase at Merchant-2060
4090,1088,2062,7865.15,2023-01-01 01:08:09,1,MasterCard,City-14,Retail,55,Purchase at Merchant-2062
4091,1057,2041,9430.28,2023-01-01 01:08:10,0,Discover,City-16,Gas Station,29,Purchase at Merchant-2041
4092,1028,2084,6418.39,2023-01-01 01:08:11,1,MasterCard,City-11,Restaurant,48,Purchase at Merchant-2084
4093,1012,2083,7533.05,2023-01-01 01:08:12,1,Visa,City-31,Restaurant,56,Purchase at Merchant-2083
4094,1013,2052,599.43,2023-01-01 01:08:13,1,MasterCard,City-7,Travel,70,Purchase at Merchant-2052
4095,1018,2049,1170.52,2023-01-01 01:08:14,0,MasterCard,City-2,Travel,56,Purchase at Merchant-2049
4096,1097,2022,3724.3,2023-01-01 01:08:15,1,American Express,City-20,Restaurant,37,Purchase at Merchant-2022
4097,1016,2007,20.25,2023-01-01 01:08:16,1,Discover,City-21,Travel,51,Purchase at Merchant-2007
4098,1076,2048,1788.22,2023-01-01 01:08:17,0,Discover,City-14,Restaurant,25,Purchase at Merchant-2048
4099,1094,2083,4643.58,2023-01-01 01:08:18,0,American Express,City-48,Online Shopping,70,Purchase at Merchant-2083
4100,1050,2055,8074.55,2023-01-01 01:08:19,0,Discover,City-21,Online Shopping,58,Purchase at Merchant-2055
4101,1045,2025,9810.74,2023-01-01 01:08:20,1,Visa,City-6,Travel,29,Purchase at Merchant-2025
4102,1055,2035,6572.8,2023-01-01 01:08:21,0,Visa,City-14,Online Shopping,56,Purchase at Merchant-2035
4103,1041,2014,3156.68,2023-01-01 01:08:22,1,Discover,City-21,Gas Station,59,Purchase at Merchant-2014
4104,1018,2014,4279.76,2023-01-01 01:08:23,0,American Express,City-42,Travel,44,Purchase at Merchant-2014
4105,1032,2010,7477.84,2023-01-01 01:08:24,0,American Express,City-28,Online Shopping,36,Purchase at Merchant-2010
4106,1036,2047,445.76,2023-01-01 01:08:25,0,Discover,City-47,Groceries,38,Purchase at Merchant-2047
4107,1083,2078,3633.65,2023-01-01 01:08:26,1,MasterCard,City-13,Restaurant,36,Purchase at Merchant-2078
4108,1011,2100,9470.57,2023-01-01 01:08:27,1,MasterCard,City-44,Groceries,51,Purchase at Merchant-2100
4109,1032,2043,8623.32,2023-01-01 01:08:28,0,MasterCard,City-46,Online Shopping,26,Purchase at Merchant-2043
4110,1071,2004,4411.48,2023-01-01 01:08:29,0,Visa,City-19,Online Shopping,47,Purchase at Merchant-2004
4111,1077,2031,8209.95,2023-01-01 01:08:30,1,Visa,City-15,Retail,49,Purchase at Merchant-2031
4112,1077,2037,1370.28,2023-01-01 01:08:31,0,Visa,City-5,Retail,25,Purchase at Merchant-2037
4113,1093,2021,448.06,2023-01-01 01:08:32,1,American Express,City-45,Online Shopping,54,Purchase at Merchant-2021
4114,1078,2070,4629.13,2023-01-01 01:08:33,1,Visa,City-29,Retail,64,Purchase at Merchant-2070
4115,1037,2014,8098.52,2023-01-01 01:08:34,1,American Express,City-5,Travel,64,Purchase at Merchant-2014
4116,1100,2009,5940.55,2023-01-01 01:08:35,0,American Express,City-39,Groceries,40,Purchase at Merchant-2009
4117,1089,2028,6808.05,2023-01-01 01:08:36,1,American Express,City-44,Retail,56,Purchase at Merchant-2028
4118,1004,2077,55.99,2023-01-01 01:08:37,0,Visa,City-41,Groceries,23,Purchase at Merchant-2077
4119,1085,2002,4843.83,2023-01-01 01:08:38,0,Discover,City-5,Restaurant,58,Purchase at Merchant-2002
4120,1039,2097,9061.45,2023-01-01 01:08:39,0,MasterCard,City-25,Restaurant,25,Purchase at Merchant-2097
4121,1027,2040,8301.47,2023-01-01 01:08:40,0,Discover,City-15,Travel,57,Purchase at Merchant-2040
4122,1067,2025,6539.92,2023-01-01 01:08:41,1,American Express,City-13,Online Shopping,65,Purchase at Merchant-2025
4123,1078,2071,8773.79,2023-01-01 01:08:42,1,American Express,City-49,Travel,55,Purchase at Merchant-2071
4124,1066,2026,5744.28,2023-01-01 01:08:43,1,American Express,City-23,Restaurant,34,Purchase at Merchant-2026
4125,1025,2082,3129.46,2023-01-01 01:08:44,0,Visa,City-17,Retail,25,Purchase at Merchant-2082
4126,1096,2005,7116.65,2023-01-01 01:08:45,1,American Express,City-29,Travel,64,Purchase at Merchant-2005
4127,1051,2031,6994.28,2023-01-01 01:08:46,1,Visa,City-41,Online Shopping,32,Purchase at Merchant-2031
4128,1038,2035,2277.76,2023-01-01 01:08:47,1,MasterCard,City-6,Restaurant,43,Purchase at Merchant-2035
4129,1083,2011,6462.14,2023-01-01 01:08:48,0,American Express,City-45,Online Shopping,37,Purchase at Merchant-2011
4130,1007,2073,7976.51,2023-01-01 01:08:49,1,American Express,City-23,Restaurant,37,Purchase at Merchant-2073
4131,1031,2073,5223.81,2023-01-01 01:08:50,1,MasterCard,City-17,Gas Station,61,Purchase at Merchant-2073
4132,1064,2006,4137.91,2023-01-01 01:08:51,0,American Express,City-14,Travel,46,Purchase at Merchant-2006
4133,1050,2073,5557.78,2023-01-01 01:08:52,1,Discover,City-16,Groceries,48,Purchase at Merchant-2073
4134,1015,2062,2141.25,2023-01-01 01:08:53,1,MasterCard,City-41,Groceries,28,Purchase at Merchant-2062
4135,1031,2006,8576.06,2023-01-01 01:08:54,1,Discover,City-41,Retail,55,Purchase at Merchant-2006
4136,1064,2007,3452.69,2023-01-01 01:08:55,1,Visa,City-33,Retail,24,Purchase at Merchant-2007
4137,1082,2041,5955.83,2023-01-01 01:08:56,0,MasterCard,City-11,Groceries,25,Purchase at Merchant-2041
4138,1077,2012,2797.5,2023-01-01 01:08:57,1,MasterCard,City-21,Groceries,52,Purchase at Merchant-2012
4139,1010,2040,4727.45,2023-01-01 01:08:58,1,MasterCard,City-20,Restaurant,50,Purchase at Merchant-2040
4140,1068,2002,1164.52,2023-01-01 01:08:59,1,MasterCard,City-7,Groceries,36,Purchase at Merchant-2002
4141,1002,2046,8364.96,2023-01-01 01:09:00,1,Visa,City-32,Groceries,37,Purchase at Merchant-2046
4142,1047,2097,890.03,2023-01-01 01:09:01,1,Discover,City-27,Groceries,20,Purchase at Merchant-2097
4143,1041,2037,6247.81,2023-01-01 01:09:02,0,American Express,City-35,Online Shopping,64,Purchase at Merchant-2037
4144,1017,2051,7212.29,2023-01-01 01:09:03,1,MasterCard,City-37,Retail,67,Purchase at Merchant-2051
4145,1050,2065,9257.7,2023-01-01 01:09:04,1,MasterCard,City-10,Online Shopping,25,Purchase at Merchant-2065
4146,1073,2025,9774.27,2023-01-01 01:09:05,0,American Express,City-45,Online Shopping,69,Purchase at Merchant-2025
4147,1054,2041,2029.82,2023-01-01 01:09:06,0,MasterCard,City-44,Restaurant,34,Purchase at Merchant-2041
4148,1047,2097,3115.44,2023-01-01 01:09:07,1,American Express,City-10,Groceries,46,Purchase at Merchant-2097
4149,1070,2051,5388.81,2023-01-01 01:09:08,1,Discover,City-3,Groceries,67,Purchase at Merchant-2051
4150,1088,2093,2140.04,2023-01-01 01:09:09,1,American Express,City-26,Travel,62,Purchase at Merchant-2093
